Date Watched,Netflix_Title,Title,catalog_title,corrected_type,director,country,listed_in,duration,rating,release_year,match_method,match_score,is_technical_asset_title
2023-01-01 13:23:13,Inside Job: Saison 1: Le sang bleu (Épisode 3),Inside Job,Inside Job,Movie,Charles Ferguson,United States of America,,,7.7,2010.0,exact,,False
2023-01-01 13:16:34,Inside Job: Saison 1: Le tireur plus vraiment solitaire (Épisode 2),Inside Job,Inside Job,Movie,Charles Ferguson,United States of America,,,7.7,2010.0,exact,,False
2023-01-01 12:21:49,Inside Job: Saison 1: Le tireur plus vraiment solitaire (Épisode 2),Inside Job,Inside Job,Movie,Charles Ferguson,United States of America,,,7.7,2010.0,exact,,False
2023-01-01 12:20:57,Saison 2 (Extrait) : La Voie du tablier,La Voie du tablier,La Voie du tablier,TV Show,Directeur Inconnu,France,"Cooking, Documentary",1 Season,TV-PG,2021.0,exact,,False
2023-01-01 11:56:39,Hoops: Saison 1: Le recruteur (Épisode 10),Hoops,Hoops,TV Show,,United States,TV Comedies,1 Season,TV-MA,2020.0,exact,,False
2023-01-01 11:40:10,Hoops: Saison 1: Match à l'extérieur (Épisode 9),Hoops,Hoops,TV Show,,United States,TV Comedies,1 Season,TV-MA,2020.0,exact,,False
2023-01-01 10:51:36,Hoops: Saison 1: Match à l'extérieur (Épisode 9),Hoops,Hoops,TV Show,,United States,TV Comedies,1 Season,TV-MA,2020.0,exact,,False
2023-01-01 10:28:41,Hoops: Saison 1: La mort (Épisode 8),Hoops,Hoops,TV Show,,United States,TV Comedies,1 Season,TV-MA,2020.0,exact,,False
2023-01-01 10:05:42,Hoops: Saison 1: En grève (Épisode 7),Hoops,Hoops,TV Show,,United States,TV Comedies,1 Season,TV-MA,2020.0,exact,,False
2023-01-01 09:48:14,Hoops: Saison 1: Zen (Épisode 6),Hoops,Hoops,TV Show,,United States,TV Comedies,1 Season,TV-MA,2020.0,exact,,False
2023-01-01 09:16:38,Hoops: Saison 1: Matty a une copine (Épisode 5),Hoops,Hoops,TV Show,,United States,TV Comedies,1 Season,TV-MA,2020.0,exact,,False
2023-01-01 08:52:53,Hoops: Saison 1: Le sponsor (Épisode 4),Hoops,Hoops,TV Show,,United States,TV Comedies,1 Season,TV-MA,2020.0,exact,,False
2023-01-01 08:52:06,Mercredi: Saison 1: Un malheur qui arrive toujours seul (Épisode 2),Mercredi,Mercredi,TV Show,Directeur Inconnu,USA,"Mystery, Supernatural, Comedy",1 Season,TV-14,2022.0,exact,,False
2023-01-01 08:09:58,Mercredi: Saison 1: Mercredi porte-malheur (Épisode 1),Mercredi,Mercredi,TV Show,Directeur Inconnu,USA,"Mystery, Supernatural, Comedy",1 Season,TV-14,2022.0,exact,,False
2023-01-01 08:09:04,Comme les grands: Saison 2: Épisode 1 (Épisode 1),Comme les grands,Comme les grands,TV Show,Directeur Inconnu,France,"Family, Drama",1 Season,TV-PG,2023.0,exact,,False
2022-12-31 11:23:08,Hoops: Saison 1: Éthique (Épisode 3),Hoops,Hoops,TV Show,,United States,TV Comedies,1 Season,TV-MA,2020.0,exact,,False
2022-12-31 11:01:26,Hoops: Saison 1: Les deux pères (Épisode 2),Hoops,Hoops,TV Show,,United States,TV Comedies,1 Season,TV-MA,2020.0,exact,,False
2022-12-31 10:37:42,Hoops: Saison 1: Épisode pilote (Épisode 1),Hoops,Hoops,TV Show,,United States,TV Comedies,1 Season,TV-MA,2020.0,exact,,False
2022-12-31 10:19:43,Close Enough: Saison 2: Vive les hommes ! / Le cheval secret (Épisode 8),Close Enough,Close Enough,TV Show,,United States of America,,1 Seasons,8.0,2020.0,exact,,False
2022-12-31 09:59:34,"Close Enough: Saison 2: Où es-tu, Bridgette ? / La révélation érotique d'A.P. LaPearle (Épisode 7)",Close Enough,Close Enough,TV Show,,United States of America,,1 Seasons,8.0,2020.0,exact,,False
2022-12-31 09:57:56,Close Enough: Saison 2: Boisson papillon / Le meilleur instit du monde (Épisode 6),Close Enough,Close Enough,TV Show,,United States of America,,1 Seasons,8.0,2020.0,exact,,False
2022-12-31 09:56:12,Saison 2 (Bande-annonce) : Chicago Party Aunt,Chicago Party Aunt,Chicago Party Aunt,TV Show,,,TV Comedies,1 Season,TV-MA,2021.0,exact,,False
2022-12-31 09:31:39,Paradise Police: Saison 4: Le Jugement éternel (Épisode 10),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-31 09:09:15,Paradise Police: Saison 4: Une couille dans le passé (Épisode 9),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-31 08:46:31,Paradise Police: Saison 4: Le roi du Norf (Épisode 8),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-31 08:27:43,Paradise Police: Saison 4: Bateau ! (Épisode 7),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-30 16:01:36,Paradise Police: Saison 4: La version cul (Épisode 6),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-30 15:39:56,Paradise Police: Saison 4: L'art de la chiure (Épisode 5),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-30 15:16:17,Paradise Police: Saison 4: Le Jugement éternel (Épisode 10),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-30 14:53:18,Paradise Police: Saison 4: Une couille dans le passé (Épisode 9),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-30 14:31:12,Paradise Police: Saison 4: Le roi du Norf (Épisode 8),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-30 14:11:52,Paradise Police: Saison 4: Bateau ! (Épisode 7),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-29 18:26:30,Paradise Police: Saison 4: Le roi du Norf (Épisode 8),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-29 18:23:57,Paradise Police: Saison 4: Bateau ! (Épisode 7),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-27 14:48:02,Paradise Police: Saison 4: Bateau ! (Épisode 7),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-27 14:03:22,Paradise Police: Saison 4: Bateau ! (Épisode 7),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-27 13:36:30,Paradise Police: Saison 4: La version cul (Épisode 6),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-27 13:14:55,Paradise Police: Saison 4: L'art de la chiure (Épisode 5),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-27 12:26:11,Paradise Police: Saison 4: Jamais sans mon jean ! (Épisode 4),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-27 11:59:09,Paradise Police: Saison 4: Une étoile est nue (Épisode 3),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-27 11:37:03,Paradise Police: Saison 4: Dadounet rentre à la maison (Épisode 2),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-26 18:05:00,Paradise Police: Saison 4: Dadounet rentre à la maison (Épisode 2),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-26 17:49:22,Paradise Police: Saison 4: Le Repaire des Bonhommes (Épisode 1),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-26 17:48:53,Paradise Police: Saison 3: Une semence en or (Épisode 6),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-26 17:26:40,Paradise Police: Saison 3: Règlement de comptes à O-bèse Corral (Épisode 5),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-26 16:58:34,Paradise Police: Saison 3: Alerte à la gâchette (Épisode 4),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-26 16:31:50,Paradise Police: Saison 3: À cause des glaçons (Épisode 3),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-26 16:06:14,Paradise Police: Saison 3: Super flics (Épisode 2),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-26 15:47:06,Paradise Police: Saison 3: Gare aux retombées (Épisode 1),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-25 14:22:02,Paradise Police: Saison 3: Alerte à la gâchette (Épisode 4),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-25 13:57:52,Paradise Police: Saison 3: À cause des glaçons (Épisode 3),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-25 13:31:53,Paradise Police: Saison 3: Super flics (Épisode 2),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-25 13:06:27,Paradise Police: Saison 3: Gare aux retombées (Épisode 1),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-25 13:05:01,Saison 2 (Bande-annonce) : Alice in Borderland,Alice in Borderland,Alice in Borderland,TV Show,,Japan,"International TV Shows, TV Action & Adventure, TV Mysteries",1 Season,TV-MA,2020.0,exact,,False
2022-12-25 12:38:58,Rick et Morty: Saison 6: Le Père Rick-Noël est une Mortyure (Épisode 10),Rick et Morty,,TV Show,,,,,,,unmatched,,False
2022-12-25 12:16:37,Rick et Morty: Saison 6: Les Rickvaliers du roi Morthur (Épisode 9),Rick et Morty,,TV Show,,,,,,,unmatched,,False
2022-12-25 11:54:21,Rick et Morty: Saison 6: De mal en pisse (Épisode 8),Rick et Morty,,TV Show,,,,,,,unmatched,,False
2022-12-25 11:26:09,Rick et Morty: Saison 6: Le héros aux mille et un Rick (Épisode 7),Rick et Morty,,TV Show,,,,,,,unmatched,,False
2022-12-25 10:45:56,Rick et Morty: Saison 6: Le héros aux mille et un Rick (Épisode 7),Rick et Morty,,TV Show,,,,,,,unmatched,,False
2022-12-25 10:23:32,Rick et Morty: Saison 6: JuRicksic Mort (Épisode 6),Rick et Morty,,TV Show,,,,,,,unmatched,,False
2022-12-25 10:01:00,Rick et Morty: Saison 6: Desmithation finale (Épisode 5),Rick et Morty,,TV Show,,,,,,,unmatched,,False
2022-12-25 09:39:41,Rick et Morty: Saison 6: Famille nocturne (Épisode 4),Rick et Morty,,TV Show,,,,,,,unmatched,,False
2022-12-25 09:36:55,Rick et Morty: Saison 6: Bethic instinct (Épisode 3),Rick et Morty,,TV Show,,,,,,,unmatched,,False
2022-12-25 06:46:58,Rick et Morty: Saison 6: Bethic instinct (Épisode 3),Rick et Morty,,TV Show,,,,,,,unmatched,,False
2022-12-25 06:23:52,Rick et Morty: Saison 6: Une mort-vie bien vécue (Épisode 2),Rick et Morty,,TV Show,,,,,,,unmatched,,False
2022-12-25 06:01:22,Rick et Morty: Saison 6: Solaricks (Épisode 1),Rick et Morty,,TV Show,,,,,,,unmatched,,False
2022-12-23 18:09:29,Kotaro Lives Alone: Saison 1: Épisode 8 (Épisode 8),Kotaro Lives Alone,Kotaro Lives Alone,TV Show,,Japan,,1 Seasons,6.8,2021.0,exact,,False
2022-12-23 18:01:47,Kotaro Lives Alone: Saison 1: Épisode 7 (Épisode 7),Kotaro Lives Alone,Kotaro Lives Alone,TV Show,,Japan,,1 Seasons,6.8,2021.0,exact,,False
2022-12-23 17:53:34,Kotaro Lives Alone: Saison 1: Épisode 6 (Épisode 6),Kotaro Lives Alone,Kotaro Lives Alone,TV Show,,Japan,,1 Seasons,6.8,2021.0,exact,,False
2022-12-23 17:49:05,Kotaro Lives Alone: Saison 1: Épisode 5 (Épisode 5),Kotaro Lives Alone,Kotaro Lives Alone,TV Show,,Japan,,1 Seasons,6.8,2021.0,exact,,False
2022-12-22 18:00:51,Kotaro Lives Alone: Saison 1: Épisode 5 (Épisode 5),Kotaro Lives Alone,Kotaro Lives Alone,TV Show,,Japan,,1 Seasons,6.8,2021.0,exact,,False
2022-12-22 16:09:20,Kotaro Lives Alone: Saison 1: Épisode 4 (Épisode 4),Kotaro Lives Alone,Kotaro Lives Alone,TV Show,,Japan,,1 Seasons,6.8,2021.0,exact,,False
2022-12-22 15:55:41,Kotaro Lives Alone: Saison 1: Épisode 3 (Épisode 3),Kotaro Lives Alone,Kotaro Lives Alone,TV Show,,Japan,,1 Seasons,6.8,2021.0,exact,,False
2022-12-22 15:38:47,Kotaro Lives Alone: Saison 1: Épisode 2 (Épisode 2),Kotaro Lives Alone,Kotaro Lives Alone,TV Show,,Japan,,1 Seasons,6.8,2021.0,exact,,False
2022-12-22 15:15:33,Kotaro Lives Alone: Saison 1: Épisode 1 (Épisode 1),Kotaro Lives Alone,Kotaro Lives Alone,TV Show,,Japan,,1 Seasons,6.8,2021.0,exact,,False
2022-12-22 15:10:24,Saison 1 (Bande-annonce) : Creator's File,Creator's File,,TV Show,,,,,,,unmatched,,False
2022-12-22 15:08:19,Saison 2 (Extrait) : Sauve qui pécho !,Sauve qui pécho !,Sauve qui pécho !,Movie,Directeur Inconnu,France,"Comedy, Romance",100 min,PG-13,2023.0,exact,,False
2022-12-21 00:04:44,Paradise Police: Saison 3: Liaison fœtale (Épisode 10),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-20 23:37:44,Paradise Police: Saison 3: Donjons et Gros c*ns (Épisode 9),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-20 23:12:26,Paradise Police: Saison 3: Dirigeableville (Épisode 8),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-20 22:46:47,Paradise Police: Saison 3: Ivresse aveugle (Épisode 7),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-20 22:25:05,Paradise Police: Saison 3: Une semence en or (Épisode 6),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-20 22:03:25,Paradise Police: Saison 3: Règlement de comptes à O-bèse Corral (Épisode 5),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-20 21:37:26,Paradise Police: Saison 3: Alerte à la gâchette (Épisode 4),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-20 21:14:15,Paradise Police: Saison 3: À cause des glaçons (Épisode 3),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-20 20:48:22,Paradise Police: Saison 3: Super flics (Épisode 2),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-20 20:22:28,Paradise Police: Saison 3: Gare aux retombées (Épisode 1),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-20 19:55:57,Paradise Police: Saison 2: Opération DD (Épisode 8),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-20 19:27:19,Paradise Police: Saison 2: La brigade se met au vert (Épisode 7),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-20 19:02:10,Paradise Police: Saison 2: Fitz se mouille (Épisode 6),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-20 18:40:24,"Paradise Police: Saison 2: Le Père, le Fils et le Post-it (Épisode 5)",Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-20 18:34:17,La Famille Claus 3 (Extrait) : La Famille Claus 3,La Famille Claus 3,,Movie,,,,,,,unmatched,,False
2022-12-19 22:48:02,"Paradise Police: Saison 2: Le Père, le Fils et le Post-it (Épisode 5)",Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-19 22:20:16,Paradise Police: Saison 2: La gaufre de Wally (Épisode 4),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-19 21:54:45,Paradise Police: Saison 2: Tucker Carlson est une tête de nœud (Épisode 3),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-19 21:24:15,Paradise Police: Saison 2: La puissance des glaouis (Épisode 2),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-19 20:57:03,Paradise Police: Saison 2: Un parfum de paradis (Épisode 1),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-19 20:30:15,Paradise Police: Saison 1: L'esprit de Noël (Épisode 10),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-19 20:04:00,Paradise Police: Saison 1: Mission réconciliation (Épisode 9),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-19 19:37:32,Paradise Police: Saison 1: L'unité spéciale (Épisode 8),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-19 19:11:03,Paradise Police: Saison 1: L'école de police (Épisode 7),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-19 18:44:50,Paradise Police: Saison 1: La famille Jabowski (Épisode 6),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-19 18:18:11,Paradise Police: Saison 1: Un rituel satanique (Épisode 5),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-19 18:05:36,Paradise Police: Saison 1: Karla (Épisode 4),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-18 21:55:20,Paradise Police: Saison 1: Karla (Épisode 4),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-18 21:29:33,Paradise Police: Saison 1: Blue Lives Matter (Épisode 3),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-18 21:04:00,Paradise Police: Saison 1: Une histoire de fesses (Épisode 2),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-18 20:35:40,Paradise Police: Saison 1: Bienvenue à Paradise (Épisode 1),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-18 20:32:29,Saison 1 (Bande-annonce) : Le Cabinet de curiosités de Guillermo del Toro,Le Cabinet de curiosités de Guillermo del Toro,,TV Show,,,,,,,unmatched,,False
2022-12-18 20:30:38,Saison 1 (Bande-annonce) : Lookism,Lookism,Lookism,TV Show,Wu Jian Xin,China,,1 Seasons,8.6,2019.0,exact,,False
2022-12-18 20:05:51,Paradise Police: Saison 4: Le Jugement éternel (Épisode 10),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-18 19:43:11,Paradise Police: Saison 4: Une couille dans le passé (Épisode 9),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-18 19:29:09,Paradise Police: Saison 4: Le roi du Norf (Épisode 8),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-18 19:27:13,Saison 1 (Extrait) : Sonic Prime,Sonic Prime,Sonic Prime,TV Show,,"Canada, Japan, United States of America",,1 Seasons,8.253,2022.0,exact,,False
2022-12-17 22:35:56,Paradise Police: Saison 4: Le roi du Norf (Épisode 8),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-17 22:15:05,Paradise Police: Saison 4: Bateau ! (Épisode 7),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-17 21:24:29,Paradise Police: Saison 4: La version cul (Épisode 6),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-17 21:03:01,Paradise Police: Saison 4: L'art de la chiure (Épisode 5),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-17 20:37:10,Paradise Police: Saison 4: Jamais sans mon jean ! (Épisode 4),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-17 20:10:35,Paradise Police: Saison 4: Une étoile est nue (Épisode 3),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-17 18:48:57,Paradise Police: Saison 4: Dadounet rentre à la maison (Épisode 2),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-17 18:26:17,Paradise Police: Saison 4: Le Repaire des Bonhommes (Épisode 1),Paradise Police,Paradise Police,TV Show,Jared Stern,USA,"Animation, Comedy, Adult Animation",3 Seasons,TV-MA,2018.0,exact,,False
2022-12-11 03:28:40,Close Enough: Saison 2: Boisson papillon / Le meilleur instit du monde (Épisode 6),Close Enough,Close Enough,TV Show,,United States of America,,1 Seasons,8.0,2020.0,exact,,False
2022-12-11 03:26:10,Saison 2 (Bande-annonce) : Inside Job,Inside Job,Inside Job,Movie,Charles Ferguson,United States of America,,,7.7,2010.0,exact,,False
2022-12-11 03:04:01,Close Enough: Saison 2: Vive les hommes ! / Le cheval secret (Épisode 8),Close Enough,Close Enough,TV Show,,United States of America,,1 Seasons,8.0,2020.0,exact,,False
2022-12-11 02:39:04,"Close Enough: Saison 2: Où es-tu, Bridgette ? / La révélation érotique d'A.P. LaPearle (Épisode 7)",Close Enough,Close Enough,TV Show,,United States of America,,1 Seasons,8.0,2020.0,exact,,False
2022-12-11 02:17:01,Close Enough: Saison 2: Boisson papillon / Le meilleur instit du monde (Épisode 6),Close Enough,Close Enough,TV Show,,United States of America,,1 Seasons,8.0,2020.0,exact,,False
2022-12-09 22:19:43,Close Enough: Saison 2: L'homme à tout faire / Un anniv à la dérive (Épisode 5),Close Enough,Close Enough,TV Show,,United States of America,,1 Seasons,8.0,2020.0,exact,,False
2022-12-09 21:57:40,"Close Enough: Saison 2: Le canapé hanté / Un homme, un vrai (Épisode 4)",Close Enough,Close Enough,TV Show,,United States of America,,1 Seasons,8.0,2020.0,exact,,False
2022-12-09 21:35:34,Close Enough: Saison 2: Rééducation par l'action / Dans la matrice (Épisode 3),Close Enough,Close Enough,TV Show,,United States of America,,1 Seasons,8.0,2020.0,exact,,False
2022-12-09 21:12:41,Close Enough: Saison 2: Sauceface / L'hôte infernale (Épisode 2),Close Enough,Close Enough,TV Show,,United States of America,,1 Seasons,8.0,2020.0,exact,,False
2022-12-09 21:12:35,Close Enough: Saison 2: Un papa super balèze / Les Frackers (Épisode 1),Close Enough,Close Enough,TV Show,,United States of America,,1 Seasons,8.0,2020.0,exact,,False
2022-12-05 21:45:52,Close Enough: Saison 2: Un papa super balèze / Les Frackers (Épisode 1),Close Enough,Close Enough,TV Show,,United States of America,,1 Seasons,8.0,2020.0,exact,,False
2022-12-05 21:23:35,Close Enough: Saison 1: L'homme-chien (Épisode 8),Close Enough,Close Enough,TV Show,,United States of America,,1 Seasons,8.0,2020.0,exact,,False
2022-12-05 21:01:13,Close Enough: Saison 1: Premier rendez-vous / Sur les chapeaux de roue (Épisode 7),Close Enough,Close Enough,TV Show,,United States of America,,1 Seasons,8.0,2020.0,exact,,False
